date,year,month,product,region,scenario,channel,subregion,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-01-01,2023,1,Apparel,Northeast US,Base,Wholesale,Gurugram,1.0,1.0457,0.9937,1.0033,0.0595,0.6296,0,47278.0,44.0,2080241.68,937980.97,1142260.7,208024.17,416048.34,518188.2,50.0,518138.2,18.67,119167.49,398952.04
2023-01-01,2023,1,Apparel,Northeast US,Base,Wholesale,Delhi,1.0,1.0457,0.9937,1.0033,0.1612,0.6664,0,50039.0,42.63,2133393.4,961947.09,1171446.32,213339.34,426678.68,531428.3,50.0,531378.3,18.67,122212.71,409146.92
2023-01-01,2023,1,Apparel,Northeast US,Base,Outlet,Noida,1.0,1.0457,0.9937,1.0033,0.3529,0.7455,0,55982.0,40.06,2242487.2,1011137.48,1231349.72,224248.72,448497.44,558603.56,50.0,558553.56,18.67,128463.03,430071.87
2023-01-01,2023,1,Apparel,Northeast US,Base,Outlet,Gurugram,1.0,1.0457,0.9937,1.0033,0.127,0.6537,0,49084.0,43.09,2115199.42,953743.42,1161456.0,211519.94,423039.88,526896.17,50.0,526846.17,18.67,121170.33,405657.18
2023-01-01,2023,1,Apparel,Northeast US,Base,Outlet,Delhi,1.0,1.0457,0.9937,1.0033,0.289,0.7176,0,53885.0,40.92,2204756.1,994124.53,1210631.57,220475.61,440951.22,549204.74,50.0,549154.74,18.67,126301.3,422834.78
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Physical Stores,Noida,1.0,1.0457,0.9937,1.0033,0.2594,0.6306,0,47353.0,47.51,2249791.42,1014430.95,1235360.47,224979.14,449958.28,560423.04,50.0,560373.04,18.67,128881.51,431472.87
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Physical Stores,Gurugram,1.0,1.0457,0.9937,1.0033,0.2536,0.6285,0,47193.0,47.6,2246392.8,1012898.51,1233494.29,224639.28,449278.56,559576.45,50.0,559526.45,18.67,128686.79,430820.99
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Physical Stores,Delhi,1.0,1.0457,0.9937,1.0033,0.1458,0.5907,0,44359.0,49.27,2185410.62,985401.65,1200008.97,218541.06,437082.12,544385.79,50.0,544335.79,18.67,125192.94,419124.18
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,E-Commerce,Noida,1.0,1.0457,0.9937,1.0033,0.0953,0.5742,0,43120.0,50.05,2158073.89,973075.52,1184998.38,215807.39,431614.78,537576.21,50.0,537526.21,18.67,123626.73,413880.81
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,E-Commerce,Gurugram,1.0,1.0457,0.9937,1.0033,0.1556,0.594,0,44605.0,49.12,2190798.63,987831.1,1202967.53,219079.86,438159.73,545727.94,50.0,545677.94,18.67,125501.63,420157.64
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,E-Commerce,Delhi,1.0,1.0457,0.9937,1.0033,0.2659,0.633,0,47534.0,47.41,2253597.4,1016147.07,1237450.33,225359.74,450719.48,561371.11,50.0,561321.11,18.67,129099.56,432202.88
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Mobile App,Noida,1.0,1.0457,0.9937,1.0033,0.0282,0.5534,0,41557.0,51.08,2122956.18,957240.94,1165715.24,212295.62,424591.24,528828.39,50.0,528778.39,18.67,121614.74,407144.98
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Mobile App,Gurugram,1.0,1.0457,0.9937,1.0033,0.5408,0.7495,0,56285.0,43.16,2429380.04,1095407.46,1333972.58,242938.0,485876.01,605158.57,50.0,605108.57,18.67,139170.68,465919.22
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Mobile App,Delhi,1.0,1.0457,0.9937,1.0033,0.0175,0.5502,0,41318.0,51.25,2117509.81,954785.17,1162724.64,211750.98,423501.96,527471.69,50.0,527421.69,18.67,121302.7,406100.33
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Wholesale,Noida,1.0,1.0457,0.9937,1.0033,0.0315,0.5544,0,41634.0,51.03,2124683.89,958019.97,1166663.92,212468.39,424936.78,529258.76,50.0,529208.76,18.67,121713.72,407476.37
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Wholesale,Gurugram,1.0,1.0457,0.9937,1.0033,0.0837,0.5706,0,42844.0,50.23,2151931.27,970305.81,1181625.46,215193.13,430386.25,536046.08,50.0,535996.08,18.67,123274.8,412702.61
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Wholesale,Delhi,1.0,1.0457,0.9937,1.0033,0.1329,0.5864,0,44038.0,49.47,2178361.3,982223.11,1196138.19,217836.13,435672.26,542629.8,50.0,542579.8,18.67,124789.06,417772.07
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Outlet,Noida,1.0,1.0457,0.9937,1.0033,0.1759,0.6009,0,45123.0,48.8,2202059.25,992908.52,1209150.73,220205.93,440411.85,548532.96,50.0,548482.96,18.67,126146.79,422317.51
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Outlet,Gurugram,1.0,1.0457,0.9937,1.0033,0.1799,0.6023,0,45225.0,48.74,2204283.62,993911.49,1210372.14,220428.36,440856.72,549087.05,50.0,549037.05,18.67,126274.23,422744.16
2023-01-01,2023,1,Apparel,Northeast US,Optimistic,Outlet,Delhi,1.0,1.0457,0.9937,1.0033,0.1935,0.607,0,45580.0,48.53,2211944.31,997365.69,1214578.62,221194.43,442388.86,550995.33,50.0,550945.33,18.67,126713.13,424213.53
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Physical Stores,Noida,1.0,1.0457,0.9937,1.0033,0.1082,0.7581,0,56927.0,35.54,2023392.55,912347.7,1111044.85,202339.25,404678.51,504027.08,50.0,503977.08,18.67,115910.44,388047.98
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Physical Stores,Gurugram,1.0,1.0457,0.9937,1.0033,0.4466,0.9255,0,69500.0,31.81,2211048.43,996961.74,1214086.69,221104.84,442209.69,550772.16,50.0,550722.16,18.67,126661.8,424041.69
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Physical Stores,Delhi,1.0,1.0457,0.9937,1.0033,0.1503,0.7762,0,58289.0,35.08,2044768.82,921986.26,1122782.56,204476.88,408953.76,509351.91,50.0,509301.91,18.67,117135.15,392148.1
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,E-Commerce,Noida,1.0,1.0457,0.9937,1.0033,0.1835,0.791,0,59399.0,34.71,2061982.5,929747.91,1132234.59,206198.25,412396.5,513639.84,50.0,513589.84,18.67,118121.37,395449.8
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,E-Commerce,Gurugram,1.0,1.0457,0.9937,1.0033,0.067,0.741,0,55641.0,36.0,2002955.9,903132.82,1099823.09,200295.59,400591.18,498936.32,50.0,498886.32,18.67,114739.56,384128.09
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,E-Commerce,Delhi,1.0,1.0457,0.9937,1.0033,0.1586,0.7799,0,58562.0,34.99,2049029.37,923907.34,1125122.03,204902.94,409805.87,510413.22,50.0,510363.22,18.67,117379.25,392965.3
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Mobile App,Noida,1.0,1.0457,0.9937,1.0033,0.3839,0.8904,0,66860.0,32.51,2173318.58,979949.35,1193369.23,217331.86,434663.72,541373.66,50.0,541323.66,18.67,124500.15,416804.84
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Mobile App,Gurugram,1.0,1.0457,0.9937,1.0033,0.3561,0.8755,0,65741.0,32.81,2157089.65,972631.72,1184457.93,215708.96,431417.93,537331.03,50.0,537281.03,18.67,123570.34,413692.02
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Mobile App,Delhi,1.0,1.0457,0.9937,1.0033,0.3282,0.8609,0,64646.0,33.12,2141035.96,965393.12,1175642.85,214103.6,428207.19,533332.06,50.0,533282.06,18.67,122650.58,410612.81
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Wholesale,Noida,1.0,1.0457,0.9937,1.0033,0.1899,0.7939,0,59618.0,34.64,2065355.02,931268.58,1134086.44,206535.5,413071.0,514479.93,50.0,514429.93,18.67,118314.59,396096.68
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Wholesale,Gurugram,1.0,1.0457,0.9937,1.0033,0.1819,0.7903,0,59347.0,34.73,2061177.03,929384.72,1131792.31,206117.7,412235.41,513439.2,50.0,513389.2,18.67,118075.22,395295.31
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Wholesale,Delhi,1.0,1.0457,0.9937,1.0033,0.3327,0.8632,0,64823.0,33.07,2143639.6,966567.1,1177072.51,214363.96,428727.92,533980.63,50.0,533930.63,18.67,122799.75,411112.21
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Outlet,Noida,1.0,1.0457,0.9937,1.0033,0.1403,0.7719,0,57962.0,35.19,2039659.49,919682.47,1119977.03,203965.95,407931.9,508079.18,50.0,508029.18,18.67,116842.42,391168.1
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Outlet,Gurugram,1.0,1.0457,0.9937,1.0033,0.2691,0.8312,0,62418.0,33.77,2107927.41,950464.47,1157462.94,210792.74,421585.48,525084.72,50.0,525034.72,18.67,120753.69,404262.36
2023-01-01,2023,1,Apparel,Northeast US,Pessimistic,Outlet,Delhi,1.0,1.0457,0.9937,1.0033,0.2232,0.8093,0,60770.0,34.28,2082999.41,939224.43,1143774.98,208299.94,416599.88,518875.15,50.0,518825.15,18.67,119325.49,399480.99
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Physical Stores,Noida,1.0,1.0457,0.9937,1.0033,0.2002,0.7413,0,55667.0,37.9,2109694.72,951261.35,1158433.37,210969.47,421938.94,525524.96,50.0,525474.96,18.67,120854.95,404601.34
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Physical Stores,Gurugram,1.0,1.0457,0.9937,1.0033,0.3366,0.8031,0,60311.0,36.25,2186181.38,985749.19,1200432.2,218618.14,437236.28,544577.78,50.0,544527.78,18.67,125237.1,419272.02
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Physical Stores,Delhi,1.0,1.0457,0.9937,1.0033,0.0591,0.6848,0,51423.0,39.61,2036642.18,918321.96,1118320.22,203664.22,407328.44,507327.57,50.0,507277.57,18.67,116669.55,390589.35
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,E-Commerce,Noida,1.0,1.0457,0.9937,1.0033,0.2322,0.7551,0,56704.0,37.51,2127084.98,959102.62,1167982.36,212708.5,425417.0,529856.87,50.0,529806.87,18.67,121851.29,407936.91
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,E-Commerce,Gurugram,1.0,1.0457,0.9937,1.0033,0.4098,0.8397,0,63055.0,35.36,2229846.98,1005438.0,1224408.98,222984.7,445969.4,555454.88,50.0,555404.88,18.67,127738.83,427647.39
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,E-Commerce,Delhi,1.0,1.0457,0.9937,1.0033,0.1693,0.7283,0,54692.0,38.27,2093191.3,943819.96,1149371.34,209319.13,418638.26,521413.95,50.0,521363.95,18.67,119909.42,401435.87
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Mobile App,Noida,1.0,1.0457,0.9937,1.0033,0.2291,0.7538,0,56603.0,37.55,2125401.56,958343.56,1167057.99,212540.16,425080.31,529437.53,50.0,529387.53,18.67,121754.84,407614.02
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Mobile App,Gurugram,1.0,1.0457,0.9937,1.0033,0.1905,0.7372,0,55357.0,38.02,2104471.83,948906.35,1155565.48,210447.18,420894.37,524223.93,50.0,524173.93,18.67,120555.71,403599.56
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Mobile App,Delhi,1.0,1.0457,0.9937,1.0033,0.1446,0.7182,0,53931.0,38.57,2080197.64,937961.11,1142236.52,208019.76,416039.53,518177.23,50.0,518127.23,18.67,119164.97,398943.59
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Wholesale,Noida,1.0,1.0457,0.9937,1.0033,0.0485,0.6808,0,51126.0,39.73,2031395.37,915956.17,1115439.2,203139.54,406279.07,506020.59,50.0,505970.59,18.67,116368.94,389582.98
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Wholesale,Gurugram,1.0,1.0457,0.9937,1.0033,0.0736,0.6903,0,51836.0,39.43,2043900.46,921594.72,1122305.74,204390.05,408780.09,509135.6,50.0,509085.6,18.67,117085.4,391981.54
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Wholesale,Delhi,1.0,1.0457,0.9937,1.0033,0.2828,0.7778,0,58409.0,36.9,2155275.32,971813.64,1183461.68,215527.53,431055.06,536879.08,50.0,536829.08,18.67,123466.4,413344.02
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Outlet,Noida,1.0,1.0457,0.9937,1.0033,0.6713,0.9939,1,74638.0,32.2,2403403.75,1083694.75,1319709.0,240340.38,480680.75,598687.87,50.0,598637.87,18.67,137682.42,460936.79
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Outlet,Gurugram,1.0,1.0457,0.9937,1.0033,0.0877,0.6957,0,52241.0,39.26,2050972.98,924783.72,1126189.27,205097.3,410194.6,510897.37,50.0,510847.37,18.67,117490.6,393338.1
2023-01-01,2023,1,Apparel,Northeast US,Turnaround,Outlet,Delhi,1.0,1.0457,0.9937,1.0033,0.0835,0.6941,0,52121.0,39.31,2048875.42,923837.93,1125037.49,204887.54,409775.08,510374.87,50.0,510324.87,18.67,117370.43,392935.77
2023-01-01,2023,1,Apparel,Southeast US,Base,Physical Stores,Noida,1.0,1.0457,1.0097,1.0033,0.2378,0.6964,0,52291.0,41.6,2175534.84,980948.66,1194586.18,217553.48,435106.97,541925.73,50.0,541875.73,18.67,124627.12,417229.94
2023-01-01,2023,1,Apparel,Southeast US,Base,Physical Stores,Gurugram,1.0,1.0457,1.0097,1.0033,0.2246,0.691,0,51891.0,41.78,2168121.27,977605.88,1190515.39,216812.13,433624.25,540079.01,50.0,540029.01,18.67,124202.38,415807.96
2023-01-01,2023,1,Apparel,Southeast US,Base,Physical Stores,Delhi,1.0,1.0457,1.0097,1.0033,0.2521,0.7022,0,52728.0,41.41,2183593.08,984582.12,1199010.96,218359.31,436718.62,543933.04,50.0,543883.04,18.67,125088.8,418775.56
2023-01-01,2023,1,Apparel,Southeast US,Base,E-Commerce,Noida,1.0,1.0457,1.0097,1.0033,0.2259,0.6916,0,51931.0,41.76,2168862.19,977939.96,1190922.23,216886.22,433772.44,540263.57,50.0,540213.57,18.67,124244.83,415950.08
2023-01-01,2023,1,Apparel,Southeast US,Base,E-Commerce,Gurugram,1.0,1.0457,1.0097,1.0033,0.1166,0.6498,0,48799.0,43.23,2109716.53,951271.18,1158445.34,210971.65,421943.31,525530.39,50.0,525480.39,18.67,120856.2,404605.52
2023-01-01,2023,1,Apparel,Southeast US,Base,E-Commerce,Delhi,1.0,1.0457,1.0097,1.0033,0.1469,0.661,0,49636.0,42.83,2125726.06,958489.88,1167236.18,212572.61,425145.21,529518.36,50.0,529468.36,18.67,121773.43,407676.26
2023-01-01,2023,1,Apparel,Southeast US,Base,Mobile App,Noida,1.0,1.0457,1.0097,1.0033,0.2562,0.7039,0,52854.0,41.36,2185921.82,985632.15,1200289.67,218592.18,437184.36,544513.13,50.0,544463.13,18.67,125222.23,419222.23
2023-01-01,2023,1,Apparel,Southeast US,Base,Mobile App,Gurugram,1.0,1.0457,1.0097,1.0033,0.4133,0.7735,0,58085.0,39.24,2279556.59,1027852.07,1251704.52,227955.66,455911.32,567837.55,50.0,567787.55,18.67,130586.84,437182.04
2023-01-01,2023,1,Apparel,Southeast US,Base,Mobile App,Delhi,1.0,1.0457,1.0097,1.0033,0.163,0.6671,0,50091.0,42.61,2134375.38,962389.86,1171985.52,213437.54,426875.08,531672.91,50.0,531622.91,18.67,122268.98,409335.27
2023-01-01,2023,1,Apparel,Southeast US,Base,Wholesale,Noida,1.0,1.0457,1.0097,1.0033,0.1562,0.6645,0,49899.0,42.7,2130730.0,960746.16,1169983.84,213073.0,426146.0,530764.84,50.0,530714.84,18.67,122060.12,408636.06
2023-01-01,2023,1,Apparel,Southeast US,Base,Wholesale,Gurugram,1.0,1.0457,1.0097,1.0033,0.3978,0.7662,0,57534.0,39.45,2269921.81,1023507.74,1246414.06,226992.18,453984.36,565437.52,50.0,565387.52,18.67,130034.84,435334.02
2023-01-01,2023,1,Apparel,Southeast US,Base,Wholesale,Delhi,1.0,1.0457,1.0097,1.0033,0.0819,0.6374,0,47865.0,43.7,2091672.73,943135.23,1148537.5,209167.27,418334.55,521035.68,50.0,520985.68,18.67,119822.41,401144.6
2023-01-01,2023,1,Apparel,Southeast US,Base,Outlet,Noida,1.0,1.0457,1.0097,1.0033,0.3358,0.7379,0,55408.0,40.29,2232239.86,1006516.95,1225722.91,223223.99,446447.97,556050.95,50.0,556000.95,18.67,127875.92,428106.36
2023-01-01,2023,1,Apparel,Southeast US,Base,Outlet,Gurugram,1.0,1.0457,1.0097,1.0033,0.1179,0.6503,0,48835.0,43.22,2110416.16,951586.65,1158829.52,211041.62,422083.23,525704.67,50.0,525654.67,18.67,120896.28,404739.72
2023-01-01,2023,1,Apparel,Southeast US,Base,Outlet,Delhi,1.0,1.0457,1.0097,1.0033,0.2439,0.6988,0,52476.0,41.52,2178952.61,982489.73,1196462.88,217895.26,435790.52,542777.1,50.0,542727.1,18.67,124822.94,417885.49
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Physical Stores,Noida,1.0,1.0457,1.0097,1.0033,0.2362,0.6221,0,46716.0,47.87,2236281.38,1008339.27,1227942.11,223628.14,447256.28,557057.69,50.0,557007.69,18.67,128107.48,428881.55
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Physical Stores,Gurugram,1.0,1.0457,1.0097,1.0033,0.0943,0.5739,0,43097.0,50.06,2157554.03,972841.11,1184712.92,215755.4,431510.81,537446.71,50.0,537396.71,18.67,123596.95,413781.09
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Physical Stores,Delhi,1.0,1.0457,1.0097,1.0033,0.1373,0.5879,0,44145.0,49.4,2180723.93,983288.42,1197435.51,218072.39,436144.79,543218.33,50.0,543168.33,18.67,124924.42,418225.24
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,E-Commerce,Noida,1.0,1.0457,1.0097,1.0033,0.1994,0.609,0,45734.0,48.44,2215269.82,998865.16,1216404.66,221526.98,443053.96,551823.71,50.0,551773.71,18.67,126903.66,424851.39
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,E-Commerce,Gurugram,1.0,1.0457,1.0097,1.0033,0.0643,0.5645,0,42388.0,50.53,2141703.67,965694.18,1176009.48,214170.37,428340.73,533498.38,50.0,533448.38,18.67,122688.84,410740.88
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,E-Commerce,Delhi,1.0,1.0457,1.0097,1.0033,0.1055,0.5775,0,43367.0,49.89,2163561.79,975550.01,1188011.78,216356.18,432712.36,538943.24,50.0,538893.24,18.67,123941.15,414933.42
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Mobile App,Noida,1.0,1.0457,1.0097,1.0033,0.238,0.6228,0,46765.0,47.84,2237327.65,1008811.04,1228516.61,223732.76,447465.53,557318.32,50.0,557268.32,18.67,128167.42,429082.23
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Mobile App,Gurugram,1.0,1.0457,1.0097,1.0033,0.1911,0.6061,0,45517.0,48.57,2210586.88,996753.62,1213833.25,221058.69,442117.38,550657.19,50.0,550607.19,18.67,126635.36,423953.16
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Mobile App,Delhi,1.0,1.0457,1.0097,1.0033,0.1679,0.5982,0,44917.0,48.93,2197592.12,990894.29,1206697.84,219759.21,439518.42,547420.2,50.0,547370.2,18.67,125890.85,421460.68
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Wholesale,Noida,1.0,1.0457,1.0097,1.0033,0.1923,0.6065,0,45546.0,48.55,2211219.72,997038.97,1214180.75,221121.97,442243.94,550814.83,50.0,550764.83,18.67,126671.62,424074.55
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Wholesale,Gurugram,1.0,1.0457,1.0097,1.0033,0.1329,0.5864,0,44036.0,49.47,2178337.91,982212.56,1196125.34,217833.79,435667.58,542623.97,50.0,542573.97,18.67,124787.72,417767.59
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Wholesale,Delhi,1.0,1.0457,1.0097,1.0033,0.1894,0.6055,0,45471.0,48.59,2209605.6,996311.17,1213294.44,220960.56,441921.12,550412.76,50.0,550362.76,18.67,126579.14,423764.95
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Outlet,Noida,1.0,1.0457,1.0097,1.0033,0.1621,0.5962,0,44769.0,49.02,2194372.84,989442.71,1204930.12,219437.28,438874.57,546618.27,50.0,546568.27,18.67,125706.41,420843.2
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Outlet,Gurugram,1.0,1.0457,1.0097,1.0033,0.0675,0.5655,0,42464.0,50.48,2143406.97,966462.2,1176944.77,214340.7,428681.39,533922.68,50.0,533872.68,18.67,122786.42,411067.59
2023-01-01,2023,1,Apparel,Southeast US,Optimistic,Outlet,Delhi,1.0,1.0457,1.0097,1.0033,0.4136,0.6918,0,51948.0,45.13,2344325.66,1057056.44,1287269.22,234432.57,468865.13,583971.52,50.0,583921.52,18.67,134297.66,449605.2
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Physical Stores,Noida,1.0,1.0457,1.0097,1.0033,0.5348,0.9787,0,73492.0,30.84,2266620.17,1022019.03,1244601.13,226662.02,453324.03,564615.08,50.0,564565.08,18.67,129845.68,434700.74
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Physical Stores,Gurugram,1.0,1.0457,1.0097,1.0033,0.0427,0.7311,0,54904.0,36.27,1991114.46,897793.51,1093320.95,199111.45,398222.89,495986.61,50.0,495936.61,18.67,114061.13,381856.82
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Physical Stores,Delhi,1.0,1.0457,1.0097,1.0033,0.2313,0.8131,0,61058.0,34.19,2087394.07,941205.99,1146188.08,208739.41,417478.81,519969.86,50.0,519919.86,18.67,119577.28,400323.92
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,E-Commerce,Noida,1.0,1.0457,1.0097,1.0033,0.371,0.8834,0,66337.0,32.65,2165751.72,976537.45,1189214.27,216575.17,433150.34,539488.75,50.0,539438.75,18.67,124066.62,415353.47
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,E-Commerce,Gurugram,1.0,1.0457,1.0097,1.0033,0.2487,0.8214,0,61679.0,34.0,2096791.58,945443.32,1151348.25,209679.16,419358.32,522310.78,50.0,522260.78,18.67,120115.69,402126.43
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,E-Commerce,Delhi,1.0,1.0457,1.0097,1.0033,0.3405,0.8673,0,65126.0,32.98,2148092.0,968574.68,1179517.32,214809.2,429618.4,535089.72,50.0,535039.72,18.67,123054.84,411966.21
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Mobile App,Noida,1.0,1.0457,1.0097,1.0033,0.1606,0.7808,0,58630.0,34.97,2050085.6,924383.6,1125702.0,205008.56,410017.12,510676.32,50.0,510626.32,18.67,117439.76,393167.89
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Mobile App,Gurugram,1.0,1.0457,1.0097,1.0033,0.0532,0.7354,0,55220.0,36.15,1996208.21,900090.28,1096117.93,199620.82,399241.64,497255.47,50.0,497205.47,18.67,114352.96,382833.83
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Mobile App,Delhi,1.0,1.0457,1.0097,1.0033,0.0233,0.7235,0,54327.0,36.48,1981785.45,893587.06,1088198.39,198178.55,396357.09,493662.76,50.0,493612.76,18.67,113526.64,380067.45
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Wholesale,Noida,1.0,1.0457,1.0097,1.0033,0.2232,0.8093,0,60771.0,34.28,2083021.32,939234.31,1143787.01,208302.13,416604.26,518880.61,50.0,518830.61,18.67,119326.75,399485.2
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Wholesale,Gurugram,1.0,1.0457,1.0097,1.0033,0.1655,0.783,0,58795.0,34.91,2052642.64,925536.57,1127106.08,205264.26,410528.53,511313.28,50.0,511263.28,18.67,117586.26,393658.35
2023-01-01,2023,1,Apparel,Southeast US,Pessimistic,Wholesale,Delhi,1.0,1.0457,1.0097,1.0033,0.2064,0.8015,0,60184.0,34.46,2074055.72,935191.72,1138864.0,207405.57,414811.14,516647.28,50.0,516597.28,18.67,118813.08,397765.53
